"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"12651",8,3,1,1,7,1,1024,3
"12652",39,3,1,1,15,1,515,3
"12653",47,3,0,0,6,0,78,1
"12654",45,3,1,1,8,0,368,4
"12655",41,3,0,0,13,0,19,1
"12656",10,3,1,1,5,1,616,3
"12657",43,3,0,0,11,0,87,1
"12658",4,3,1,1,8,1,855,3
"12659",48,3,0,1,9,0,75,4
"12660",19,3,1,0,12,0,228,2
"12661",22,3,1,0,11,0,263,1
"12662",30,3,0,1,9,0,380,4
"12663",26,3,1,1,2,0,441,4
"12664",18,3,1,0,10,0,371,2
"12665",4,3,0,1,12,1,592,3
"12666",5,3,1,1,13,0,331,2
"12667",49,3,0,1,14,0,68,4
"12668",24,3,1,0,9,0,327,1
"12669",47,3,1,1,10,0,158,4
"12670",48,3,0,0,7,0,96,1
"12671",22,3,1,1,12,0,196,4
"12672",23,3,1,0,4,0,406,1
"12673",43,3,1,0,13,0,38,1
"12674",3,3,0,0,12,0,332,2
"12675",0,3,1,0,14,0,488,2
"12676",0,3,1,1,14,0,405,2
"12677",49,3,1,0,8,0,282,1
"12678",47,3,0,1,10,0,44,4
"12679",45,3,1,0,7,0,39,1
"12680",0,3,1,0,12,0,183,2
"12681",5,3,0,0,13,0,241,2
"12682",7,3,1,0,7,0,357,2
"12683",18,3,1,1,15,0,208,4
"12684",25,3,1,1,15,0,429,4
"12685",35,3,0,0,7,0,314,1
"12686",14,3,1,1,15,0,286,4
"12687",4,3,0,1,13,0,490,2
"12688",43,3,0,1,14,0,89,4
"12689",5,3,0,0,4,1,546,3
"12690",43,3,0,0,8,0,316,1
"12691",0,3,0,1,11,0,499,2
"12692",49,3,0,1,15,0,200,4
"12693",7,3,0,1,12,0,321,2
"12694",33,3,1,1,0,0,496,4
"12695",13,3,1,1,3,0,471,4
"12696",48,3,0,1,4,0,208,4
"12697",12,3,1,1,10,0,458,4
"12698",29,3,1,0,9,0,367,1
"12699",44,3,0,1,10,0,329,4
"12700",45,3,1,0,0,1,635,3
"12701",29,3,0,1,15,0,229,4
"12702",4,3,1,0,12,0,175,2
"12703",48,3,0,0,5,0,316,1
"12704",52,3,1,1,8,0,392,4
"12705",13,3,0,0,15,0,179,2
"12706",6,3,0,0,8,0,373,2
"12707",0,3,1,1,4,1,3333,3
"12708",2,3,1,0,9,1,912,3
"12709",50,3,0,0,9,0,112,1
"12710",29,3,0,1,14,0,348,4
"12711",17,3,1,1,5,0,439,4
"12712",27,3,1,1,13,0,239,4
"12713",20,3,1,1,9,0,407,4
"12714",39,3,0,0,8,0,338,1
"12715",29,3,1,1,15,0,488,4
"12716",22,3,1,1,1,1,666,3
"12717",34,3,1,0,9,0,383,1
"12718",41,3,0,1,6,0,385,4
"12719",6,3,1,0,11,0,387,2
"12720",28,3,1,1,5,1,877,3
"12721",4,3,1,0,13,1,628,3
"12722",6,3,1,1,12,0,318,2
"12723",43,3,1,1,4,0,246,4
"12724",15,3,1,0,15,0,206,2
"12725",43,3,0,0,7,0,302,1
"12726",39,3,1,1,4,1,734,3
"12727",0,3,1,0,14,1,670,3
"12728",11,3,0,1,10,0,357,4
"12729",44,3,1,0,1,0,433,1
"12730",6,3,0,0,8,0,313,2
"12731",14,3,0,1,1,1,826,3
"12732",7,3,0,1,12,0,308,2
"12733",17,3,0,1,7,0,374,4
"12734",34,3,1,1,5,1,920,3
"12735",42,3,1,1,3,0,498,4
"12736",15,3,0,0,10,0,333,2
"12737",12,3,1,0,0,1,568,3
"12738",22,3,1,1,2,1,822,3
"12739",3,3,0,0,2,1,615,3
"12740",15,3,1,0,1,0,449,1
"12741",19,3,0,1,13,0,356,4
"12742",23,3,1,0,7,0,374,1
"12743",22,3,1,0,10,0,367,1
"12744",48,3,1,0,5,0,424,1
"12745",22,3,1,0,8,0,414,1
"12746",49,3,1,0,10,0,37,1
"12747",0,3,1,1,1,1,1326,3
"12748",0,3,1,1,2,1,693,3
"12749",20,3,0,0,0,1,555,3
"12750",5,3,0,0,9,0,314,2
"12751",3,3,1,1,13,1,770,3
"12752",9,3,0,1,8,0,366,4
"12753",34,3,0,1,6,0,368,4
"12754",24,3,1,1,2,1,846,3
"12755",46,3,1,0,6,0,176,1
"12756",45,3,0,1,12,0,18,4
"12757",34,3,1,1,7,0,400,4
"12758",43,3,0,1,11,0,327,4
"12759",24,3,0,1,12,0,146,4
"12760",49,3,0,0,1,0,99,1
"12761",33,3,0,1,15,0,379,4
"12762",36,3,1,0,6,0,359,1
"12763",36,3,0,0,15,0,270,1
"12764",26,3,1,0,6,0,345,1
"12765",52,3,1,1,12,0,163,4
"12766",47,3,0,0,8,0,199,1
"12767",11,3,0,0,7,0,316,2
"12768",28,3,0,1,10,0,382,4
"12769",26,3,1,1,3,1,792,3
"12770",3,3,0,1,11,1,752,3
"12771",47,3,0,0,7,0,103,1
"12772",53,3,0,0,10,0,302,1
"12773",3,3,0,0,9,0,205,2
"12774",1,3,1,1,11,1,590,3
"12775",8,3,0,0,11,0,357,2
"12776",0,3,1,1,12,1,721,3
"12777",31,3,1,0,6,0,392,1
"12778",0,3,1,1,14,0,473,2
"12779",6,3,0,0,0,0,333,1
"12780",15,3,1,0,9,0,382,2
"12781",10,4,1,1,10,0,407,4
"12782",17,4,1,0,11,0,260,2
"12783",42,4,1,0,13,0,214,1
"12784",8,4,1,0,12,1,536,3
"12785",41,4,1,1,7,0,364,4
"12786",2,4,0,1,12,0,388,2
"12787",0,4,1,0,15,1,576,3
"12788",23,4,0,0,10,0,335,2
"12789",47,4,1,1,7,0,199,4
"12790",24,4,1,0,13,0,221,2
"12791",2,4,0,0,11,0,198,2
"12792",50,4,0,1,9,0,119,4
"12793",17,4,0,1,9,0,400,4
"12794",12,4,0,0,6,0,314,2
"12795",15,4,1,0,4,1,554,3
"12796",46,4,1,1,8,0,321,4
"12797",4,4,0,1,12,0,291,2
"12798",50,4,1,1,10,0,356,4
"12799",45,4,0,1,15,0,272,4
"12800",42,4,0,0,5,1,573,3
"12801",9,4,1,0,8,0,363,2
"12802",39,4,0,1,13,0,293,4
"12803",29,4,0,1,4,0,474,4
"12804",4,4,1,1,6,1,1126,3
"12805",42,4,0,1,15,0,396,4
"12806",19,4,1,1,3,1,827,3
"12807",0,4,1,1,8,1,1441,3
"12808",4,4,0,1,12,0,470,2
"12809",0,4,0,0,1,1,700,3
"12810",47,4,1,0,4,0,405,1
"12811",37,4,1,1,9,0,385,4
"12812",0,4,1,1,10,1,820,3
"12813",0,4,0,1,14,0,217,2
"12814",49,4,1,1,5,0,442,4
"12815",3,4,0,1,14,1,644,3
"12816",7,4,1,0,13,0,321,2
"12817",14,4,0,0,7,0,346,2
"12818",1,4,0,1,15,0,457,2
"12819",50,4,1,1,0,1,535,3
"12820",40,4,1,0,1,1,575,3
"12821",50,4,1,1,1,0,222,4
"12822",49,4,0,0,11,0,103,1
"12823",34,4,0,1,12,0,327,4
"12824",21,4,0,0,0,0,473,1
"12825",8,4,1,0,12,0,253,2
"12826",35,4,1,0,2,0,463,1
"12827",0,4,1,1,15,1,575,3
"12828",41,4,0,1,15,0,271,4
"12829",45,4,1,1,2,0,129,4
"12830",6,4,1,1,14,1,888,3
"12831",0,4,0,1,13,0,394,2
"12832",1,4,0,0,15,0,343,2
"12833",14,4,1,0,1,1,601,3
"12834",10,4,0,0,9,0,315,2
"12835",45,4,0,1,6,0,297,4
"12836",38,4,0,1,8,0,445,4
"12837",21,4,0,1,4,1,638,3
"12838",23,4,1,1,10,0,468,4
"12839",43,4,0,1,13,0,211,4
"12840",4,4,1,1,7,1,783,3
"12841",48,4,0,1,12,0,85,4
"12842",37,4,0,1,10,0,372,4
"12843",33,4,0,1,1,1,532,3
"12844",9,4,0,1,9,0,377,2
"12845",21,4,0,1,5,1,704,3
"12846",4,4,1,1,15,0,462,2
"12847",40,4,1,1,2,1,543,3
"12848",48,4,1,0,1,0,85,1
"12849",7,4,1,1,13,1,531,3
"12850",25,4,0,0,9,0,322,1
"12851",6,4,0,1,14,0,373,2
"12852",39,4,1,0,2,0,401,1
"12853",24,4,0,1,5,1,685,3
"12854",24,4,1,0,6,0,402,1
"12855",51,4,1,0,4,0,46,1
"12856",7,4,0,1,14,0,445,2
"12857",48,4,0,1,6,0,370,4
"12858",13,4,0,1,7,0,387,4
"12859",50,4,0,0,10,0,36,1
"12860",24,4,0,1,14,0,211,4
"12861",28,4,1,1,6,0,437,4
"12862",25,4,0,0,6,0,287,1
"12863",51,4,1,1,11,0,310,4
"12864",30,4,0,0,0,0,324,1
"12865",5,4,1,1,14,0,438,2
"12866",31,4,1,0,12,0,196,1
"12867",14,4,0,0,4,1,547,3
"12868",8,4,1,0,14,1,563,3
"12869",40,4,1,0,9,0,193,1
"12870",4,4,1,0,13,0,324,2
"12871",28,4,0,0,12,0,229,2
"12872",2,4,0,0,13,0,174,2
"12873",51,4,0,0,8,0,36,1
"12874",0,4,0,1,0,1,937,3
"12875",47,4,0,1,8,0,308,4
"12876",3,4,1,1,13,1,1474,3
"12877",53,4,0,0,5,0,77,1
"12878",28,4,0,0,6,0,316,1
"12879",53,4,1,0,10,0,124,1
"12880",6,4,1,0,7,1,685,3
"12881",9,4,1,0,4,0,362,1
"12882",1,4,1,0,11,0,274,2
"12883",24,4,1,1,14,0,263,4
"12884",7,4,0,0,13,0,180,2
"12885",25,4,0,0,1,0,394,1
"12886",4,4,1,1,9,1,778,3
"12887",32,4,0,1,6,0,387,4
"12888",5,4,0,0,10,0,336,2
"12889",7,4,1,1,9,0,391,4
"12890",42,4,0,0,0,0,346,1
"12891",44,4,1,1,4,0,211,4
"12892",27,4,1,1,15,0,149,4
"12893",33,4,0,1,12,0,149,4
"12894",10,4,1,1,5,1,819,3
"12895",24,4,1,0,11,0,238,1
"12896",16,4,1,1,9,0,435,4
"12897",48,4,0,1,8,0,354,4
"12898",6,4,0,1,14,1,548,3
"12899",43,4,0,1,4,0,199,4
"12900",50,4,1,1,0,1,853,3
"12901",27,4,0,0,7,0,372,1
"12902",30,4,1,0,4,0,423,1
"12903",12,4,0,0,10,0,346,2
"12904",25,4,0,1,14,0,169,4
"12905",3,4,1,0,11,0,329,2
"12906",0,4,1,1,14,0,368,2
"12907",30,4,0,1,3,1,682,3
"12908",23,4,1,0,8,0,443,1
"12909",49,4,1,0,6,0,91,1
"12910",23,4,0,0,14,0,224,2
"12911",49,4,1,0,5,1,618,3
"12912",48,4,1,0,9,0,103,1
"12913",10,4,0,1,0,1,577,3
"12914",0,4,0,0,15,0,390,2
"12915",8,4,0,0,3,0,465,2
"12916",24,4,0,1,15,0,380,4
"12917",27,4,1,1,10,1,542,3
"12918",12,4,1,0,9,0,337,2
"12919",21,4,0,1,5,1,503,3
"12920",39,4,0,1,8,0,433,4
"12921",1,4,1,0,13,0,473,2
"12922",49,4,1,0,10,0,77,1
"12923",31,4,1,0,6,0,345,1
"12924",3,4,1,0,14,0,484,2
"12925",22,4,1,1,5,1,840,3
"12926",48,4,1,0,8,0,100,1
"12927",10,4,1,0,10,0,350,2
"12928",45,4,0,0,8,0,246,1
"12929",0,4,1,1,13,1,637,3
"12930",0,4,0,1,7,1,567,3
"12931",0,4,1,0,13,0,271,2
"12932",28,4,0,0,1,0,487,1
"12933",39,4,1,0,5,0,409,1
"12934",15,4,1,0,2,1,732,3
"12935",51,4,0,0,7,0,262,1
"12936",26,4,0,0,14,0,112,2
"12937",12,4,1,1,7,0,438,4
"12938",23,4,0,1,13,0,153,4
"12939",1,4,0,0,14,0,159,2
"12940",1,4,1,1,12,1,608,3
"12941",19,4,1,1,9,0,468,4
"12942",42,4,1,0,10,0,139,1
"12943",29,4,0,0,8,0,399,1
"12944",42,4,0,1,4,0,57,4
"12945",8,4,1,0,11,0,323,2
"12946",0,4,0,0,12,0,199,2
"12947",6,4,1,0,5,1,537,3
"12948",31,4,0,0,12,0,117,1
"12949",26,4,1,0,3,0,468,1
"12950",3,4,1,0,11,0,303,2
"12951",51,4,1,0,6,0,127,1
"12952",27,4,1,0,1,1,681,3
"12953",14,4,0,1,9,0,377,4
"12954",6,4,0,1,12,0,398,2
"12955",15,4,0,0,10,0,336,2
"12956",17,4,1,1,6,0,451,4
"12957",10,4,0,0,3,1,543,3
"12958",3,4,0,1,14,0,317,2
"12959",30,4,1,1,10,0,413,4
"12960",47,4,1,0,4,1,601,3
"12961",14,4,0,1,3,1,694,3
"12962",37,4,1,1,8,0,401,4
"12963",14,4,0,1,6,0,361,4
"12964",51,4,1,1,1,1,536,3
"12965",41,4,0,0,12,0,253,1
"12966",31,4,1,1,12,0,345,4
"12967",45,4,1,0,9,0,299,1
"12968",52,4,0,0,10,0,50,1
"12969",48,4,0,0,8,0,269,1
"12970",7,4,0,1,1,1,601,3
"12971",48,4,1,0,3,0,487,1
"12972",9,4,0,0,9,0,356,2
"12973",43,4,1,1,6,0,377,4
"12974",47,4,1,1,9,0,63,4
"12975",40,4,0,0,4,0,226,1
"12976",49,4,0,0,7,0,321,1
"12977",45,4,0,1,5,0,72,4
"12978",14,4,0,0,4,0,363,1
"12979",42,4,0,0,7,0,229,1
"12980",2,4,1,1,14,1,933,3
"12981",5,4,1,0,14,0,309,2
"12982",42,4,1,1,6,0,440,4
"12983",32,4,1,0,14,0,125,1
"12984",46,4,1,1,2,0,75,4
"12985",14,4,1,1,2,1,1014,3
"12986",1,4,0,1,14,0,345,2
"12987",52,4,0,0,7,0,137,1
"12988",49,4,1,1,5,0,451,4
"12989",10,4,0,0,9,0,328,2
"12990",44,4,1,1,6,0,116,4
"12991",26,4,0,1,1,1,504,3
"12992",32,4,1,1,8,0,453,4
"12993",38,4,1,1,9,1,510,3
"12994",47,4,0,1,7,0,226,4
"12995",46,4,0,1,15,0,148,4
"12996",26,4,1,0,8,0,426,1
"12997",7,4,0,1,3,1,565,3
"12998",22,4,0,0,12,0,131,2
"12999",19,4,1,1,11,0,327,4
"13000",51,4,1,0,10,0,236,1
"13001",49,4,0,1,12,0,276,4
"13002",31,4,1,1,9,0,429,4
"13003",12,4,1,1,1,1,824,3
"13004",3,4,0,0,14,0,226,2
"13005",27,4,1,1,14,1,532,3
"13006",19,4,0,0,6,0,281,1
"13007",32,4,1,0,0,1,545,3
"13008",35,4,0,1,8,0,332,4
"13009",8,4,1,1,7,1,743,3
"13010",30,4,0,1,8,0,387,4
"13011",15,4,0,1,7,0,418,4
"13012",0,4,0,0,12,0,227,2
"13013",29,4,1,1,11,0,226,4
"13014",0,4,1,0,13,0,298,2
"13015",48,4,1,1,5,0,335,4
"13016",4,4,0,1,8,1,788,3
"13017",9,4,0,0,2,1,571,3
"13018",4,4,1,1,12,1,776,3
"13019",4,4,0,0,15,0,162,2
"13020",46,4,0,0,7,0,113,1
"13021",20,4,1,0,3,0,332,1
"13022",52,4,0,1,0,0,48,4
"13023",22,4,0,1,3,1,763,3
"13024",51,4,1,1,9,0,91,4
"13025",34,4,0,0,4,0,452,1
"13026",43,4,0,1,7,0,88,4
"13027",18,4,0,1,9,0,453,4
"13028",41,4,0,1,10,0,334,4
"13029",46,4,0,1,10,0,48,4
"13030",0,4,0,1,1,1,1314,3
"13031",3,4,1,1,1,1,1731,3
"13032",11,4,1,1,4,1,767,3
"13033",24,4,0,1,11,0,185,4
"13034",10,4,1,1,10,0,436,4
"13035",0,4,1,1,12,1,617,3
"13036",50,4,1,1,7,0,183,4
"13037",26,4,1,1,9,0,482,4
"13038",0,4,0,1,7,0,499,2
"13039",7,4,1,0,3,0,380,1
"13040",4,4,0,0,11,0,197,2
"13041",19,4,1,0,3,1,606,3
"13042",52,4,0,1,13,0,214,4
"13043",46,4,0,1,15,0,21,4
"13044",8,4,0,0,7,0,285,2
"13045",41,4,1,1,3,1,839,3
"13046",5,4,0,0,9,1,501,3
"13047",39,4,1,0,10,0,36,1
"13048",35,4,1,1,4,1,625,3
"13049",7,4,1,1,12,1,620,3
"13050",4,4,0,0,12,0,398,2
"13051",19,4,1,0,6,0,333,1
"13052",29,4,0,1,5,0,490,4
"13053",49,4,1,1,3,1,514,3
"13054",47,4,0,1,3,0,483,4
"13055",38,4,1,0,2,0,378,1
"13056",29,4,1,1,9,0,450,4
"13057",1,4,0,0,13,0,410,2
"13058",5,4,0,0,14,0,223,2
"13059",48,4,1,1,15,0,134,4
"13060",1,4,0,1,11,0,383,2
"13061",7,4,1,1,15,0,263,2
"13062",42,4,1,1,14,0,53,4
"13063",18,4,0,1,5,1,809,3
"13064",45,4,1,0,9,0,282,1
"13065",5,4,0,1,14,0,454,2
"13066",52,4,1,0,13,0,16,1
"13067",31,4,0,0,13,0,253,2
"13068",8,4,1,1,15,1,774,3
"13069",41,4,0,0,1,0,284,1
"13070",27,4,1,0,10,0,342,1
"13071",49,4,1,0,0,0,421,1
"13072",8,4,0,0,11,0,218,2
"13073",44,4,0,0,1,0,87,1
"13074",9,4,0,0,13,0,257,2
"13075",40,4,0,1,6,0,411,4
"13076",43,4,0,0,12,0,60,1
"13077",35,4,0,1,7,0,430,4
"13078",30,4,1,0,7,0,379,1
"13079",47,4,0,1,11,0,75,4
"13080",5,4,1,0,1,0,457,1
"13081",7,4,0,0,11,0,228,2
"13082",46,4,0,1,13,0,54,4
"13083",0,4,1,0,15,0,426,2
"13084",21,4,0,0,9,0,315,2
"13085",28,4,1,1,15,0,296,4
"13086",44,4,0,0,3,0,67,1
"13087",52,4,0,0,6,0,311,1
"13088",21,4,0,0,2,1,558,3
"13089",20,4,0,0,13,0,254,2
"13090",16,4,0,1,4,1,692,3
"13091",49,4,1,0,5,1,526,3
"13092",2,4,0,1,11,1,586,3
"13093",0,4,0,0,11,0,325,2
"13094",37,4,1,1,9,0,392,4
"13095",20,4,0,0,5,1,643,3
"13096",3,4,0,1,15,0,428,2
"13097",5,4,1,1,7,1,990,3
"13098",30,4,1,1,6,0,445,4
"13099",38,4,0,0,1,1,678,3
"13100",48,4,0,1,5,0,70,4
"13101",37,4,1,1,10,0,439,4
"13102",33,4,0,0,11,0,197,1
"13103",31,4,0,0,11,0,300,1
"13104",3,4,0,0,9,0,317,2
"13105",28,4,1,1,14,0,278,4
"13106",0,4,1,0,15,0,336,2
"13107",0,4,1,0,12,0,344,2
"13108",2,4,0,1,11,0,312,2
"13109",1,4,0,0,11,0,301,2
"13110",46,4,0,0,9,0,33,1
"13111",7,4,0,0,12,0,253,2
"13112",43,4,0,0,8,0,223,1
"13113",21,4,1,0,10,0,393,1
"13114",41,4,1,0,8,0,391,1
"13115",33,4,0,0,0,1,686,3
"13116",49,4,1,1,11,0,140,4
"13117",0,4,0,0,15,0,346,2
"13118",45,4,0,0,6,0,274,1
"13119",50,4,1,1,8,0,154,4
"13120",48,4,0,1,10,0,91,4
"13121",21,4,1,0,11,0,138,1
"13122",40,4,0,1,9,0,402,4
"13123",26,4,1,1,13,0,462,4
"13124",3,4,0,0,15,0,277,2
"13125",47,4,0,0,10,0,90,1
"13126",21,4,1,0,13,0,200,2
"13127",28,4,0,0,13,0,182,2
"13128",0,4,1,1,2,1,1556,3
"13129",32,4,0,0,7,0,318,1
"13130",7,4,0,1,13,0,389,2
"13131",42,4,0,0,0,1,541,3
"13132",27,4,0,1,1,1,546,3
"13133",45,4,1,0,10,0,185,1
"13134",6,4,0,1,8,0,436,2
"13135",40,4,1,0,10,0,339,1
"13136",9,4,1,1,7,1,506,3
"13137",40,4,0,0,11,0,175,1
"13138",29,4,0,0,5,0,469,1
"13139",32,4,1,1,10,1,516,3
"13140",48,4,1,1,8,0,137,4
"13141",3,4,1,1,9,1,1079,3
"13142",45,4,0,1,0,1,542,3
"13143",19,4,1,1,11,0,191,4
"13144",40,4,0,0,12,0,259,1
"13145",48,4,1,1,6,0,276,4
"13146",48,4,1,1,0,0,142,4
"13147",21,4,0,0,1,1,502,3
"13148",43,4,0,1,9,0,141,4
"13149",30,4,1,1,6,0,465,4
"13150",23,4,0,0,10,0,295,2
"13151",4,4,0,0,12,0,264,2
"13152",47,4,1,0,12,0,85,1
"13153",16,4,0,0,15,0,258,2
"13154",26,4,1,0,6,0,391,1
"13155",3,4,0,0,9,0,439,2
"13156",49,4,1,1,0,0,336,4
"13157",5,4,0,0,9,0,341,2
"13158",46,4,1,1,7,0,433,4
"13159",30,4,0,1,6,0,404,4
"13160",40,4,1,1,2,0,491,4
"13161",7,4,1,0,7,0,421,2
"13162",41,4,1,1,0,0,108,4
"13163",44,4,0,0,10,0,35,1
"13164",45,4,0,1,8,0,303,4
"13165",5,4,0,1,11,0,255,2
"13166",3,4,1,1,15,1,837,3
"13167",0,4,1,0,7,1,523,3
"13168",11,4,0,0,8,0,340,2
"13169",44,4,1,0,10,0,319,1
"13170",34,4,0,0,7,0,291,1
"13171",11,4,0,0,2,1,535,3
"13172",42,4,1,1,15,0,431,4
"13173",18,4,1,0,7,0,335,1
"13174",47,4,0,1,5,0,104,4
"13175",0,4,0,0,7,0,427,2
"13176",40,4,0,0,13,0,203,1
"13177",16,4,1,0,14,0,268,2
"13178",8,4,1,1,9,0,496,4
"13179",31,4,0,0,5,1,627,3
"13180",14,4,1,1,9,0,452,4
"13181",45,4,0,1,8,0,347,4
"13182",5,4,1,0,15,0,296,2
"13183",48,4,1,0,3,1,637,3
"13184",40,4,0,0,12,0,80,1
"13185",2,4,1,1,15,1,577,3
"13186",22,4,0,0,10,0,327,2
"13187",3,4,0,1,15,1,628,3
"13188",1,4,0,0,15,0,283,2
"13189",36,4,1,0,4,1,683,3
"13190",41,4,1,1,10,0,239,4
"13191",0,4,0,1,15,1,551,3
"13192",8,4,0,1,4,1,744,3
"13193",51,4,0,0,12,0,124,1
"13194",46,4,1,1,10,0,203,4
"13195",44,4,1,1,11,0,173,4
"13196",0,4,0,0,15,0,324,2
"13197",12,4,1,1,11,0,203,4
"13198",22,4,0,0,4,0,443,1
"13199",38,4,1,0,14,0,279,1
"13200",22,4,1,1,9,0,456,4
"13201",44,4,0,0,8,0,196,1
"13202",18,4,1,1,15,0,340,4
"13203",17,4,0,1,2,1,693,3
"13204",36,4,1,1,2,0,412,4
"13205",43,4,1,0,10,0,269,1
"13206",17,4,0,1,9,0,380,4
"13207",22,4,0,0,8,0,348,1
"13208",28,4,1,0,2,1,503,3
"13209",10,4,1,0,2,0,432,1
"13210",19,4,0,0,1,0,324,1
"13211",15,4,1,0,6,0,348,1
"13212",27,4,0,0,7,0,310,1
"13213",13,4,1,0,6,0,324,1
"13214",36,4,1,1,7,0,403,4
"13215",44,4,0,1,7,0,302,4
"13216",27,4,0,1,6,0,446,4
"13217",22,4,0,1,0,1,608,3
"13218",0,4,1,1,11,1,979,3
"13219",48,4,1,0,9,0,164,1
"13220",47,4,0,0,6,0,254,1
"13221",39,4,1,0,14,0,262,1
"13222",43,4,1,1,13,0,43,4
"13223",28,4,1,0,8,0,323,1
"13224",52,4,0,1,8,0,65,4
"13225",9,4,0,1,13,0,232,2
"13226",16,4,0,0,9,0,339,2
"13227",5,4,1,1,15,1,687,3
"13228",44,4,0,1,1,0,167,4
"13229",35,4,0,1,11,0,363,4
"13230",0,4,0,1,11,0,465,2
"13231",12,4,0,1,15,0,188,2
"13232",0,4,1,0,1,1,1177,3
"13233",0,4,1,0,14,0,435,2
"13234",9,4,0,0,6,0,341,2
"13235",42,4,1,1,2,1,536,3
"13236",30,4,0,0,6,0,312,1
"13237",42,4,1,0,15,0,170,1
"13238",47,4,0,0,2,0,170,1
"13239",27,4,1,1,4,1,574,3
"13240",0,4,1,1,15,0,366,2
"13241",52,4,0,1,5,0,172,4
"13242",0,4,1,1,13,0,464,2
"13243",10,4,1,0,8,0,385,2
"13244",43,4,0,0,0,0,138,1
"13245",0,4,0,1,14,1,786,3
"13246",43,4,0,0,6,0,246,1
"13247",14,4,1,0,8,0,352,2
"13248",0,4,1,1,14,1,962,3
"13249",47,4,1,1,2,0,386,4
"13250",7,4,0,0,12,0,389,2
"13251",4,4,1,1,10,1,1161,3
"13252",9,4,1,0,2,0,486,1
"13253",11,4,0,0,5,0,397,2
"13254",4,4,1,0,6,1,529,3
"13255",24,4,0,0,12,0,166,2
"13256",46,4,0,0,2,0,456,1
"13257",40,4,0,0,12,0,33,1
"13258",8,4,0,0,14,0,187,2
"13259",39,4,1,0,15,0,231,1
"13260",0,4,0,1,13,0,303,2
"13261",0,4,1,1,6,1,1050,3
"13262",46,4,0,0,5,0,441,1
"13263",3,4,1,1,11,1,825,3
"13264",48,4,0,0,8,0,68,1
"13265",24,4,0,1,1,1,721,3
"13266",6,4,1,1,13,1,575,3
"13267",46,4,1,0,0,0,132,1
"13268",2,4,1,0,6,0,388,2
"13269",52,4,0,1,7,0,305,4
"13270",38,4,1,1,12,0,181,4
"13271",48,4,0,1,14,0,32,4
"13272",4,4,1,0,1,1,721,3
"13273",42,4,1,1,13,0,84,4
"13274",4,4,0,1,12,0,419,2
"13275",20,4,0,0,4,1,548,3
"13276",38,4,1,0,6,0,373,1
"13277",23,4,0,0,4,1,575,3
"13278",0,4,1,1,14,0,330,2
"13279",51,4,1,0,5,0,354,1
"13280",45,4,0,0,1,0,435,1
"13281",0,4,1,0,11,0,331,2
"13282",6,4,0,1,10,1,542,3
"13283",45,4,1,0,11,0,22,1
"13284",40,4,0,0,14,0,55,1
"13285",8,4,1,1,15,1,1033,3
"13286",6,4,1,1,13,0,485,2
"13287",12,4,1,0,1,1,665,3
"13288",5,4,1,0,12,0,220,2
"13289",28,4,0,1,7,0,442,4
"13290",47,4,1,0,14,0,56,1
"13291",0,4,0,1,11,0,410,2
"13292",44,4,1,1,2,0,425,4
"13293",28,4,1,1,15,0,368,4
"13294",22,4,0,1,2,1,550,3
"13295",48,4,0,0,5,0,66,1
"13296",16,4,0,1,8,0,444,4
"13297",1,4,1,0,15,0,313,2
"13298",40,4,0,1,15,0,205,4
"13299",31,4,0,0,6,0,297,1
"13300",50,4,0,0,9,0,33,1
"13301",0,4,0,1,11,1,603,3
"13302",52,4,1,1,9,0,226,4
"13303",1,4,0,1,10,0,482,2
"13304",28,4,1,0,7,0,347,1
"13305",47,4,0,1,6,0,227,4
"13306",39,4,1,0,5,0,500,1
"13307",11,4,1,1,6,0,497,4
"13308",34,4,1,1,12,0,276,4
"13309",2,4,1,0,9,1,645,3
"13310",35,4,0,1,10,0,386,4
"13311",45,4,1,0,12,0,58,1
"13312",38,4,1,0,12,0,131,1
"13313",31,4,1,1,8,0,471,4
"13314",10,4,1,1,7,0,410,4
"13315",38,4,1,0,8,0,342,1
"13316",16,4,0,1,6,0,432,4
"13317",40,4,0,1,3,0,442,4
"13318",5,4,1,1,13,0,416,2
"13319",41,4,1,1,11,0,145,4
"13320",28,4,0,1,4,1,612,3
"13321",30,4,0,1,11,0,339,4
"13322",42,4,1,1,0,1,554,3
"13323",35,4,0,1,4,1,562,3
"13324",8,4,1,0,7,1,689,3
"13325",45,4,0,1,5,1,591,3
"13326",1,4,0,1,12,0,285,2
"13327",40,4,0,0,8,0,33,1
"13328",4,4,1,1,15,1,796,3
"13329",50,4,0,1,9,0,135,4
"13330",18,4,1,1,4,1,519,3
"13331",0,4,0,1,15,1,600,3
"13332",49,4,1,1,8,0,345,4
"13333",7,4,0,0,1,1,613,3
"13334",5,4,1,1,5,1,626,3
"13335",6,4,1,0,14,1,588,3
"13336",7,4,1,0,15,0,463,2
"13337",44,4,1,0,6,0,370,1
"13338",4,4,1,0,11,0,333,2
"13339",43,4,1,1,5,1,719,3
"13340",3,4,1,0,11,0,424,2
"13341",40,4,1,0,12,0,343,1
"13342",8,4,1,0,8,0,352,2
"13343",37,4,1,1,12,0,224,4
"13344",5,4,1,0,14,1,612,3
"13345",45,4,1,1,7,0,93,4
